subject,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,sample
43,35.36794386297097,209.3292518733274,56.24612417955734,20.638726159447728,39.30176466836519,3,13,FALSE,18.145776375335252,68.96740580891341,development
44,6.595280725800858,204.28168933612477,-8.349154961280135,10.836577139062882,32.61086339568445,6,12,FALSE,16.292397507934744,85.36292884836851,development
45,54.378212941170815,232.40937702533648,50.04638426797155,18.62723957993016,30.816483035779676,2,14,FALSE,19.328520521662455,113.32952786226039,development
46,32.98202550667656,164.1253015133186,30.632405479798194,17.108131820687515,32.40342833115406,4,11,FALSE,20.54957823656992,103.5198873468482,development
47,-10.486745323435555,231.348305674437,59.985708819010654,21.878971108588022,29.47064313668671,3,8,TRUE,21.19971636967904,86.20968532289436,development
48,-13.633430378784052,176.831596619949,6.813949091442083,12.189478305695744,26.327412387519896,2,12,TRUE,19.739560259237837,70.27932666554017,development
49,42.62274902519991,187.31240195514786,-71.73986056133353,27.303440221104267,27.717268110913743,3,10,FALSE,22.268217541492046,87.99589318285139,development
50,2.959237398224259,144.35828588107685,-52.15842426314987,20.872614915002437,27.67222068366684,7,10,FALSE,24.504814995483862,81.56382633379683,development
51,43.11259814037775,271.11251720661244,-14.89205945641929,24.841165560363365,33.39397376969439,6,11,FALSE,16.84603477115117,125.27721286884888,development
52,47.891115344745145,198.23253350083974,10.67991374917949,21.111214450637423,32.07264824102104,6,11,FALSE,18.200943943079064,108.37502736999083,development
53,7.886637444630381,197.88653924894635,-49.93460561095516,20.2306795724575,31.08863372701698,8,15,TRUE,16.71424613277941,126.42643815759531,development
54,27.879589366610347,196.0742641201604,20.60507024956962,20.77733240594022,35.988487455650244,3,16,FALSE,22.131415967298814,108.63403099984959,development
55,36.367981238354055,238.61689180454744,-3.853311815066945,16.439520203713858,32.858384379627054,5,14,FALSE,21.95019437946371,102.00854794141087,development
56,11.815127395209206,224.9309105127367,70.39371075768727,18.678240764874783,33.0395305732417,5,13,TRUE,17.003605193380288,105.53138773340288,development
57,10.228335768411887,184.20679472745357,91.00264182494337,10.252657234879997,35.93651724647217,2,16,FALSE,16.31849825375608,108.06751284791416,development
58,10.725793594203413,239.8560362322238,-77.46476456079172,15.856009872475983,26.441069319878533,7,11,FALSE,23.010293835763314,74.86072021942064,development
59,9.137306877200196,268.66958223872274,77.64647665351438,9.373415043708576,25.401148838296088,2,16,TRUE,22.47193385012568,126.74684508045465,development
60,83.4066727183648,272.89828888062834,116.78917855463968,19.013531320295254,25.402961740850667,5,8,FALSE,22.578410760268746,61.18503123750493,development
61,2.7161087855779247,191.07580176557266,67.47990890494503,24.64434472151406,30.311684628463336,2,16,TRUE,26.636268841683886,103.55149909474481,development
62,7.255096379806336,125.68340823279739,61.6783258108365,10.003885870731999,31.25331776631009,7,13,FALSE,15.321441133917883,112.34675628208439,development
63,35.42695956526724,277.7957381545832,59.128321011186074,19.27055736993118,24.68000309659648,0,14,TRUE,14.297292689717416,108.53039604250382,development
64,38.53825851535443,189.1269348101036,67.10766338315477,16.482243662662132,29.107665522642286,7,12,TRUE,25.915727846337496,84.6360289871258,development
65,-7.705074672170994,206.9112736258912,41.30188562105016,26.39252584913961,27.367535428513534,4,8,FALSE,18.803437398440852,74.69602568059807,development
66,-32.76580621800836,119.69553468091412,-25.645175955479772,17.159870794457323,27.421584646492605,0,10,TRUE,16.63303603887252,141.57703502179731,development
67,5.554034549953055,190.30786212545144,3.976289210778617,19.070514436406995,31.98225909702838,3,11,TRUE,14.333288764566532,59.42278723882416,development
68,-9.279111464993491,238.29092802723676,62.38047397107107,23.11461496668958,24.83334547435514,5,13,TRUE,17.552320155775,96.42828098635432,development
69,-15.782265083510495,144.9346906575486,5.998513404014233,14.38857511894075,32.439695416433544,5,8,FALSE,9.184031905245567,102.90986705418179,development
70,-22.818204514534848,269.2813778402178,-87.2751468489264,23.25104121924923,37.7642493836565,6,10,TRUE,20.06802617446749,133.10896401821222,development
71,4.677949016574968,148.41960470765238,3.7688669300934237,20.359297689528923,26.03108116007434,5,7,TRUE,22.155830547205753,139.74152794862772,development
72,57.506834708551644,185.3698159405127,-3.087190969594076,10.183443393339832,31.68520675574009,3,16,FALSE,16.630413129712494,88.26405507005566,development
73,9.836279110228872,237.43424269683135,-17.773341800149154,21.666218522709222,28.23800546960611,8,14,FALSE,18.802941075724622,87.09435480120965,development
74,5.472461581278605,199.97287843648914,19.884038002950746,23.46007339368533,27.382657397331073,5,9,TRUE,13.210285039471545,98.32905406441041,development
75,-6.275671766374185,264.31615368293103,52.915448395165754,13.305900444302377,27.492871408440855,8,15,FALSE,18.507747272523048,73.96961672691069,development
76,24.056119779215514,250.2971517930456,23.268277329896847,21.894454042220865,30.78317530077257,6,10,FALSE,19.36715894026558,82.44551349757546,development
77,7.9005187032335344,218.42554816699254,-56.03950264177632,13.98406738918777,29.91275782440748,2,10,FALSE,18.528548234019578,132.83625909876486,development
78,2.483829428017451,143.24274885464143,20.814215884980143,17.199823916254246,27.585376859957908,6,8,FALSE,18.35390436161512,76.29187731459128,development
79,27.091744163131096,177.06560409077136,-15.38823171506607,18.853553919621717,36.161972006050654,5,12,TRUE,19.32545529927416,84.98869661194053,development
80,1.0752359713641475,279.18313154096796,135.25877553716592,21.76479216002837,21.98197439266042,7,13,FALSE,21.884631164677362,126.29597599647528,development
81,1.5748601390271437,237.35967318027875,172.15723932150485,17.958269846095682,20.65370512887085,7,7,FALSE,25.27418480735538,72.2322097123683,development
82,23.84904314662934,218.00787849486312,37.20491511357213,23.76068117488896,27.12299306362489,5,14,FALSE,21.244712477958664,109.15624239744933,development
83,2.4426151059387005,233.06084281926243,84.00693914282454,21.424256810327975,29.39016549195784,5,9,FALSE,11.764838104405685,105.29236915405774,development
84,-12.992016506319171,140.24439865973778,-2.675533388741343,19.95717478664955,26.70017794058623,3,17,FALSE,18.19303762111906,110.97053058741253,development
85,33.1058738814168,240.5493043529034,27.23951888242601,25.70137095774368,29.899891286022246,3,14,FALSE,18.902161981253457,129.70572668589455,development
86,19.915472092013147,112.9217128341045,10.530636421374936,20.621963579181433,35.31054584350315,6,9,FALSE,24.14398192408362,63.37157472563107,development
87,23.820024068771918,188.93814161018238,24.18311795644607,21.921960788085244,32.20566331517728,9,11,FALSE,15.136712928602712,109.61821786067243,development
88,14.874631022074267,219.95238688918465,113.12533088579266,16.446934410852684,30.026586624957943,4,11,FALSE,21.63384041099628,126.54740486930191,development
89,29.627137219577136,223.82930476199718,76.12070375682273,26.249234264389433,23.957986945761903,5,13,TRUE,21.108294955498554,96.00558616181765,development
90,37.60672936021182,159.47672427601628,74.29809076668451,22.292042580581413,22.202593500211254,6,6,TRUE,20.069696412575976,73.10544569564838,development
91,-4.5649799764077414,266.91293984723535,76.21807154756772,25.363395394773697,29.70304604243884,5,13,FALSE,21.66740296500022,103.43886756142291,development
92,3.026982083106981,193.7211896278809,88.60596117093243,20.189527262526653,26.096751124039912,7,9,TRUE,19.558529222274917,68.16663375798528,development
93,14.958931491010762,237.6525615684741,41.03709624313859,22.173853821183922,21.471152256969525,5,10,TRUE,16.51656863714921,128.6413041867119,development
94,2.4912925556013086,235.84223747328357,25.95499468887178,23.083265164958778,32.84516559336947,6,8,TRUE,18.96859126762039,77.75463796116617,development
95,-21.147844720534152,128.47770584419476,-25.307491982678812,24.631923005748153,26.694266496621307,4,7,FALSE,18.22108144006628,150.8727872458561,development
96,26.50639420865687,188.61839396295767,-0.7265724745754483,20.898117022834256,33.33871930996803,10,14,TRUE,22.74989250138866,128.91421772539434,development
97,-42.23917718786207,229.75057492214478,37.05251753750426,27.856016066675203,26.889886157015162,8,17,FALSE,19.978812354178622,165.9509566639186,development
98,-15.982392380178778,226.60842372846616,14.54274565469882,12.30098814031873,25.40642341043894,2,6,TRUE,21.827109095530915,83.73011354724959,development
99,12.571048402542786,132.013650062208,-72.13303574917913,20.894589882574675,30.66098696285261,6,10,FALSE,25.841543704440376,90.27664998912647,development
100,-28.95341104472523,195.0346041156571,35.72406846135462,24.77033488973708,34.09950087188648,6,12,TRUE,21.050387715779724,89.42677037790784,development
101,-5.983454742487599,138.14997080008217,75.44940339082436,21.541364803565514,33.64717351511905,3,13,FALSE,17.035043019688885,170.20791779775635,development
102,-17.30613407208364,95.11352382448945,22.90795390609523,13.873949297913004,41.07937905621209,2,10,FALSE,19.42801749238263,105.12471761422485,development
103,-17.430210488515783,230.19801359473738,143.3061912808325,17.4919856410354,33.36300275515253,3,10,TRUE,28.02599314871606,99.85655960959505,development
104,-37.31106141417177,178.35025023746564,-12.881613967386983,27.90604223152527,23.082701443822643,9,15,TRUE,15.858229869787024,104.1491652442616,development
105,19.62121134078702,266.01414655298845,100.85656912050925,23.302673984885434,28.620419867446568,6,13,FALSE,20.46662916270163,98.1235445112998,development
106,37.49764055640808,243.04805583444144,33.437709163383914,29.467394533944873,33.754366263068256,9,17,TRUE,17.083537651818276,83.69733878822743,development
107,-0.5337147887413702,166.2413632706521,-40.475574104353825,20.6001464649875,25.8240449869362,8,12,TRUE,21.659527012210575,142.60085419508493,development
108,37.320179421163054,164.54027719183222,-98.90244771300432,23.46649684353584,43.357153643037194,1,8,FALSE,24.184283770931295,83.10023722080301,development
109,6.864518990968403,262.78445072362814,72.74302618449246,29.200811300016763,27.642561984705225,4,18,TRUE,23.151381630972814,131.33093669103775,development
110,49.76607683441094,216.78707962673255,39.94422715984808,16.41550075945372,35.979372723573505,3,13,TRUE,22.448513878022677,86.77513879145292,development
111,19.442588657457826,173.18509228953775,-36.72847454749078,20.83639457059102,33.15621929876769,3,16,TRUE,19.52142075820987,106.72425328913526,development
112,52.97881800178308,272.00341382359943,159.76237458831108,17.29699719295116,21.782926034001903,5,16,FALSE,23.385254556802906,119.13434967142436,development
113,29.93801056639207,274.5825482958478,-13.462549819792486,23.356335975279244,38.91457756836188,10,8,FALSE,11.553247823826515,78.68052940286458,development
114,24.795969617190934,180.79509315113043,42.37019361676403,13.629758823874845,25.103646715821544,1,11,FALSE,22.309437591200368,113.02881301296514,development
115,35.460173717767134,166.1190344757993,-5.47639236594253,15.631140425498423,36.37381967039906,5,14,FALSE,23.8786672425152,48.14770510248143,development
116,40.824278884900494,261.76281122003866,97.22804008748295,10.816710552443748,31.28824165778257,4,14,FALSE,17.417076535450704,91.14163238244738,development
117,-8.955408704498874,81.87519428839234,-58.92192358420647,13.481715025774257,37.417364394101064,4,12,TRUE,18.509023052156024,119.46091116824167,development
118,-32.049770611949135,200.61293376922617,32.08376612071726,15.294970870948482,36.54829053576146,4,11,FALSE,22.300513016959062,98.88036595447801,development
119,9.050281452684453,202.69114769189784,42.66170496100068,24.723685282274165,34.43986101558251,5,16,FALSE,17.376050973428693,94.60022566454552,development
120,9.157609376756369,154.9324729493624,-16.799186543030743,20.367822029253492,39.00786199948177,3,21,FALSE,20.181853670351952,107.69065162012461,development
121,-5.878822126847773,257.8427615035318,45.74795101586133,16.809065179164534,35.23312494461266,2,8,FALSE,21.185260538621076,97.56867404300517,development
122,22.71249278538136,218.87357899027415,47.44720510355651,20.32347979700997,28.597314097185528,5,13,FALSE,18.89420525310369,106.9807748670361,development
123,50.33492650133428,206.44596624140402,32.32165742238868,16.451479392183877,27.77383445741617,5,7,TRUE,23.1563279452465,81.77485386556114,development
124,-3.9676720241812484,232.16298565616276,120.38998360398759,28.248009892677935,34.48039011370706,7,10,FALSE,19.069936927841592,97.32898737624707,development
125,1.8980188472228363,171.8331622206277,46.52007349419168,24.414083209901733,28.66310030575784,5,16,FALSE,25.393409854752377,60.95442925568111,development
126,11.0304157392051,133.23336467504686,-77.34090613850104,17.015295751454268,27.050767003639162,7,9,TRUE,19.680804011164486,74.53518225159432,development
127,35.69710653243764,210.90008407654364,115.3859759704427,15.284519224053238,37.56178390469576,3,12,FALSE,23.80672040853958,104.70538317479804,development
128,-21.06613119791405,214.09940335149233,-13.137567056108225,21.055658254115777,35.50054578174968,7,13,TRUE,16.665754301425615,134.91532998809572,development
129,16.22553464564465,162.87452944630562,0.9798131291103402,23.404643312641863,28.699085380001264,9,7,FALSE,21.568591298843955,101.60409396099392,development
130,21.1760343725609,167.37161345578565,-9.61252214789127,18.318615067298808,34.55157210519411,2,12,TRUE,16.04962813762632,163.83420094433473,development
131,8.611736264127059,263.45639226430995,67.7966221929731,13.40251800475512,24.90298999655311,5,12,FALSE,20.283073020740876,72.54517560418151,development
132,-7.528021914192223,154.2545369660988,58.29517930530997,27.11526521338576,33.935779095149464,6,10,FALSE,19.601089329798697,75.75639085771279,development
133,24.305722214962856,293.2722780782377,117.44246834064037,20.82967189863043,23.0755992142172,4,13,TRUE,21.13188962414938,105.49517486881889,development
134,34.1509619135053,104.92814403942802,-28.786396453265013,28.553567941396437,30.10160194100379,2,17,FALSE,23.622191341957887,81.35887662767166,development
135,44.7966476746472,351.4131270209631,135.02655526210162,21.40865496545353,36.3044840967498,5,15,TRUE,23.10494750130409,68.85823689368658,development
136,20.6852736294192,150.78814628359333,-43.16210870833075,24.962706736893477,30.704103814112393,9,13,FALSE,21.215516253463285,25.941327794515985,development
137,8.517489926634113,201.17571232482243,53.7755783991567,19.97585343032848,34.057971395790126,9,11,TRUE,14.787957267747286,84.3851431565474,development
138,-13.83202109705388,186.56395540641572,-38.836361696156615,24.203585497151515,27.781352922496634,3,14,TRUE,16.65181752098223,88.57953733147546,development
139,9.386325071331418,179.93357952265322,22.42891912744554,18.092518844123326,39.782788113661,11,7,TRUE,24.18603332506303,98.35286979400229,development
140,-2.2743035260592173,205.04396722122152,37.05332093757758,15.403156551552748,38.942583091737475,6,15,FALSE,14.865737275522353,116.87787531961347,development
141,-38.088454587299466,190.9820283552112,49.87934962558603,21.826718499469365,36.88063863224354,4,15,TRUE,17.660369623218642,109.55378137348922,development
142,9.239435526994654,242.42611267009045,12.460401239565641,25.382917530572648,21.029045871711425,6,12,FALSE,18.158946487142057,91.15906044860236,development
143,-4.39788623118112,257.7056514244957,46.863989227338834,23.988645926012595,24.715641548290087,6,12,FALSE,25.328905137376516,128.99639386861915,development
144,50.71947733685285,191.87085091023724,6.112978643041146,19.03010224950639,37.279090418720344,0,10,FALSE,17.678203320368148,82.3746752586811,development
145,-23.814816196204404,189.12202479490503,107.6292692112531,14.403067173552309,36.54404972267945,8,12,FALSE,18.295817186384376,73.58671734996358,development
146,-17.57539173930608,161.79021886890143,93.04740425186958,29.539640843551084,35.313564404213544,8,15,FALSE,13.829826887120172,121.81603238317119,development
147,16.141218948287325,168.24867867745752,-15.562319323939846,13.432257737181521,36.894907787039145,8,11,TRUE,18.52200763347431,105.94582201514157,development
148,13.56105309145842,279.47203728908516,57.27202954053999,24.174904991359462,25.810550509455908,9,13,FALSE,21.201794329903777,92.54801563718732,development
149,7.779897561250696,269.37368930751575,49.52244793188544,20.428958790818097,34.63497680933897,9,12,TRUE,21.889810353478232,92.22359285267225,development
150,22.892919685141514,286.83691357021246,66.22049656661994,23.562736863286595,38.51263945996162,4,5,FALSE,14.020789798240394,94.07032647390956,development
151,-24.25553626073677,148.89726398215157,53.083380172972824,17.700437396453083,27.178998577444087,5,8,TRUE,27.861510576124203,91.55902201532443,development
152,-1.2728432110173695,127.49327350655317,62.52173360222656,22.888688196471435,22.41136549734514,5,4,TRUE,14.722718620827113,97.00475807070285,development
153,-25.886386519789344,225.23196306512182,76.82647541885538,19.396961487885203,23.50861916362754,2,13,TRUE,15.271708816216506,104.42666748712864,development
154,-8.922600696881762,134.35719343588627,33.38272149391881,26.946877438357905,31.904041765318848,3,18,FALSE,22.46356986195493,114.98361199716152,development
155,39.109946675394085,230.4378284974037,62.13618102540937,17.38570078479868,31.061941175411953,7,15,TRUE,13.103278153624103,37.2187208910836,development
156,-11.352122293945722,141.48312651051788,29.705635421051397,21.628387399295345,40.54241602963717,3,12,TRUE,16.109933094634812,93.7254184439613,development
157,-2.331480712188411,193.18939463168806,3.2185248865061737,24.81660255796004,25.663342609603948,8,3,TRUE,21.30815343346251,117.61605106079595,development
158,17.60356118743724,307.2441659262066,13.859050887952435,25.78859208993094,30.600382086753815,3,11,FALSE,21.184196965783187,103.53437406191159,development
159,-24.435555901021296,196.30614623656126,75.92746040490346,16.526427293689117,31.537766077438476,4,12,FALSE,20.39583755606581,104.85900737040096,development
160,34.49334669504539,175.4128926296182,-48.35917945903816,26.646262636826915,26.5522812874762,4,13,TRUE,17.597820527317452,110.70047133952515,development
161,32.95172213231115,175.59253636913408,-4.6577794721129635,17.08496988693097,30.701198281857266,9,12,FALSE,20.0447276801072,73.04821215426449,development
162,-35.976427985891476,145.3481336764154,-27.912434750949586,27.546162270582176,25.17282048289329,5,11,FALSE,24.31209856552916,85.80409034579989,development
163,36.26269716761905,221.02303921097715,19.40791333063217,19.455546648803068,32.51491218060254,4,13,TRUE,14.484513354430458,98.67209164519389,development
164,-9.135154072450344,204.62947776064638,62.33984993570098,28.48904440201592,30.55906595525989,2,13,TRUE,21.11154855403685,62.58970056435146,development
165,-4.541868229863776,257.7530546726075,122.85995704095961,19.7856043654557,33.279552453066344,6,13,FALSE,22.50652267253659,130.01192946173,development
166,29.942692389369647,202.2286368007951,19.16715139527338,24.857336718570114,31.255227320496257,5,12,TRUE,24.392674637844976,118.51814009173194,development
167,6.836067400451631,156.50891303307648,30.06889580846064,17.60162331867957,36.071775639495726,4,17,TRUE,21.929468163184282,75.19788171129156,development
168,20.816365290461825,124.28221370294412,-8.815813739941461,19.73690661376259,27.729208094238547,7,6,TRUE,18.380394661992,81.69875221756448,development
169,27.049560951714046,226.65602861774443,35.805821522839096,1.7807246972226807,27.622229684983584,4,5,FALSE,17.9889323527062,143.04497352950258,development
170,16.643192805735904,222.6747268121802,-76.38461929264143,19.613639504226015,30.163775240420744,4,14,FALSE,17.050330313275126,75.06002992122282,development
171,22.640713698805463,186.35302383794547,18.553082144272167,17.771604711368674,34.720271959457236,4,15,FALSE,20.603771975415025,77.47126314446116,development
172,30.083848365894085,269.8116839964253,21.780374611205872,22.48033366134973,25.26916411861393,2,19,TRUE,31.554317374530108,110.34420510454312,development
173,-3.3641250518578163,182.8473250612547,27.618230259752806,21.893758901161352,24.94700678999051,5,8,FALSE,24.022358412412316,130.80548300684285,development
174,14.9645542535166,226.80743202905626,-63.461413952847394,21.133992482146407,27.535672974696492,5,8,TRUE,26.926977678072316,108.4521274613421,development
175,25.317670080400756,117.80979578706898,108.08210795870039,19.138041070019003,31.418246525402445,2,12,TRUE,24.60257692268982,103.48708615877145,development
176,-20.085375903560397,132.0304173086467,34.42721069992268,16.754273198020016,26.82457367275882,7,17,FALSE,25.71081096285789,61.28728442093022,development
177,18.41637924171993,178.38699414214375,78.74875056788261,24.758252887847476,25.165957803632548,7,8,TRUE,24.277476132557585,77.79439517374341,development
178,40.94453862544016,203.04308205349065,1.2187661812999409,17.258976123562913,30.319086752209028,4,10,TRUE,16.22680109504933,66.68618936201642,development
179,12.517885572783197,146.38819994506912,7.522458678701014,22.33287440498814,32.997958998284346,2,9,TRUE,12.738525362636864,105.78821280313707,development
180,5.734845173238089,247.2063552346186,17.685568492853548,18.61706151946549,30.996023228908623,2,11,FALSE,22.440338012810557,81.21650137397052,development
181,-54.81907830931023,113.26273791043673,19.650180561253364,21.365278186614596,28.2059301929792,4,12,FALSE,18.8215237513784,119.83754188711958,development
182,9.265043134115249,261.89378813866966,127.99703745397224,15.68376452792178,43.909904926450636,3,17,TRUE,21.17798345684579,123.60283023769476,development
183,-28.552190406429936,223.22827557425347,-15.334123300459623,23.301163088001715,28.264583866378022,5,11,FALSE,23.652792853992946,104.83661317588695,development
184,-63.23554396433285,255.5975551709618,139.7511560776107,15.662352300548775,34.81333420122229,6,17,FALSE,15.554560283636443,112.14026708028577,development
185,22.619218928438762,238.11870818040052,82.45098399042817,10.31606947109856,27.791627531220115,4,9,TRUE,12.96922919104205,71.81655208673546,development
186,1.9370653979126424,155.40234649798165,47.93833191099088,18.01039233729302,31.87364060899106,4,13,FALSE,27.102814830188812,103.64852487031884,development
187,-30.504034132184696,178.31933056969118,51.9369917478202,19.08978929679513,28.507624376100477,3,14,FALSE,15.02711310453645,94.83644702243315,development
188,3.5653427967912084,232.79086829915394,-54.546641210039795,25.390576649878795,28.34365109067407,3,6,TRUE,18.27826118549077,84.25983295552145,development
189,17.07552492200948,177.20673413211745,-11.040542890907545,24.73028337918553,24.450410377841816,11,16,TRUE,21.415880633443834,88.42199975703068,development
190,-8.890291968502106,178.19988659325637,43.510237495918176,13.650837209983504,33.96267634631687,2,11,TRUE,19.167684506803585,115.4481138137834,development
191,17.519242508485497,235.88163974686435,29.75531776866586,17.728504561249903,33.007510353160946,0,15,FALSE,19.43383315156117,108.01673724161917,development
192,60.187555470869896,205.74762376769223,29.427574323159376,28.52985927746757,31.402321299791176,4,12,FALSE,20.154643400154804,74.89139142013676,development
193,39.56834268017118,190.8721487178726,66.42791041150011,18.78405540091114,27.195670989051745,5,13,TRUE,16.282889991221943,95.16198564155523,development
194,25.70064506297696,259.59979165963045,123.33468898028895,14.12064698101548,31.015081003816224,5,9,TRUE,24.846394957471883,128.42194069878724,development
195,-11.976189954041004,221.6886818071901,100.48557281680647,22.958629073853906,36.673034584083986,8,13,TRUE,23.477035998256227,111.28652013982047,development
196,-14.914133034067547,152.8936991858892,-12.938930975141773,12.151639198093381,31.045911053833244,5,15,FALSE,23.132332266534917,139.92216606946104,development
197,24.812392593964873,224.400593992575,102.41609514733076,28.583056745363674,26.14968897661164,6,11,TRUE,18.88495005806177,87.17241452068085,development
198,-8.017242057743559,192.8531706819814,-56.11581496129919,23.412593346113923,34.30349010040188,7,13,TRUE,22.5847487541989,98.31649642793377,development
199,20.23412015030508,160.44536926902381,45.1659146471595,23.079046591113578,25.167929526867383,5,12,TRUE,15.414747795972545,138.52477498222842,development
